,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
21,"Fri, Oct 25, 2019",8:00p,Washington Wizards,97,Oklahoma City Thunder,85,Box Score,,18203,
22,"Fri, Oct 25, 2019",9:00p,Phoenix Suns,107,Denver Nuggets,108,Box Score,OT,19557,
23,"Fri, Oct 25, 2019",10:00p,Portland Trail Blazers,122,Sacramento Kings,112,Box Score,,17583,
24,"Fri, Oct 25, 2019",10:30p,Utah Jazz,86,Los Angeles Lakers,95,Box Score,,18997,
25,"Sat, Oct 26, 2019",5:00p,Miami Heat,131,Milwaukee Bucks,126,Box Score,OT,17467,
26,"Sat, Oct 26, 2019",7:00p,Philadelphia 76ers,117,Detroit Pistons,111,Box Score,,16207,
27,"Sat, Oct 26, 2019",7:30p,Orlando Magic,99,Atlanta Hawks,103,Box Score,,17078,
28,"Sat, Oct 26, 2019",7:30p,Boston Celtics,118,New York Knicks,95,Box Score,,19812,
29,"Sat, Oct 26, 2019",8:00p,Toronto Raptors,108,Chicago Bulls,84,Box Score,,21498,
30,"Sat, Oct 26, 2019",8:00p,Indiana Pacers,99,Cleveland Cavaliers,110,Box Score,,19432,
31,"Sat, Oct 26, 2019",8:00p,New Orleans Pelicans,123,Houston Rockets,126,Box Score,,18055,
32,"Sat, Oct 26, 2019",8:30p,Washington Wizards,122,San Antonio Spurs,124,Box Score,,18354,
33,"Sat, Oct 26, 2019",9:00p,Sacramento Kings,81,Utah Jazz,113,Box Score,,18306,
34,"Sat, Oct 26, 2019",10:00p,Los Angeles Clippers,122,Phoenix Suns,130,Box Score,,15802,
35,"Sun, Oct 27, 2019",3:30p,Golden State Warriors,92,Oklahoma City Thunder,120,Box Score,,18203,
36,"Sun, Oct 27, 2019",6:00p,Brooklyn Nets,133,Memphis Grizzlies,134,Box Score,OT,15517,
37,"Sun, Oct 27, 2019",7:00p,Portland Trail Blazers,121,Dallas Mavericks,119,Box Score,,19707,
38,"Sun, Oct 27, 2019",7:00p,Miami Heat,109,Minnesota Timberwolves,116,Box Score,,17049,
39,"Sun, Oct 27, 2019",9:30p,Charlotte Hornets,101,Los Angeles Lakers,120,Box Score,,18997,
40,"Mon, Oct 28, 2019",7:00p,Chicago Bulls,98,New York Knicks,105,Box Score,,19812,
41,"Mon, Oct 28, 2019",7:00p,Indiana Pacers,94,Detroit Pistons,96,Box Score,,13565,
42,"Mon, Oct 28, 2019",7:30p,Orlando Magic,95,Toronto Raptors,104,Box Score,,19800,
43,"Mon, Oct 28, 2019",7:30p,Philadelphia 76ers,105,Atlanta Hawks,103,Box Score,,14094,
44,"Mon, Oct 28, 2019",8:00p,Oklahoma City Thunder,112,Houston Rockets,116,Box Score,,18055,
45,"Mon, Oct 28, 2019",8:00p,Cleveland Cavaliers,112,Milwaukee Bucks,129,Box Score,,17385,
46,"Mon, Oct 28, 2019",8:00p,Golden State Warriors,134,New Orleans Pelicans,123,Box Score,,17307,
47,"Mon, Oct 28, 2019",8:30p,Portland Trail Blazers,110,San Antonio Spurs,113,Box Score,,18083,
48,"Mon, Oct 28, 2019",10:00p,Utah Jazz,96,Phoenix Suns,95,Box Score,,14805,
49,"Mon, Oct 28, 2019",10:00p,Denver Nuggets,101,Sacramento Kings,94,Box Score,,15870,
50,"Mon, Oct 28, 2019",10:30p,Charlotte Hornets,96,Los Angeles Clippers,111,Box Score,,19068,
51,"Tue, Oct 29, 2019",7:30p,Atlanta Hawks,97,Miami Heat,112,Box Score,,19600,
52,"Tue, Oct 29, 2019",9:00p,Dallas Mavericks,109,Denver Nuggets,106,Box Score,,16605,
53,"Tue, Oct 29, 2019",10:30p,Memphis Grizzlies,91,Los Angeles Lakers,120,Box Score,,18997,
54,"Wed, Oct 30, 2019",7:00p,Chicago Bulls,111,Cleveland Cavaliers,117,Box Score,,17595,
55,"Wed, Oct 30, 2019",7:00p,New York Knicks,83,Orlando Magic,95,Box Score,,17456,
56,"Wed, Oct 30, 2019",7:00p,Minnesota Timberwolves,95,Philadelphia 76ers,117,Box Score,,20204,
57,"Wed, Oct 30, 2019",7:30p,Milwaukee Bucks,105,Boston Celtics,116,Box Score,,18624,
58,"Wed, Oct 30, 2019",7:30p,Indiana Pacers,118,Brooklyn Nets,108,Box Score,,17083,
59,"Wed, Oct 30, 2019",7:30p,Detroit Pistons,113,Toronto Raptors,125,Box Score,,19800,
60,"Wed, Oct 30, 2019",8:00p,Portland Trail Blazers,102,Oklahoma City Thunder,99,Box Score,,18203,
61,"Wed, Oct 30, 2019",8:00p,Houston Rockets,159,Washington Wizards,158,Box Score,,20476,
62,"Wed, Oct 30, 2019",10:00p,Charlotte Hornets,118,Sacramento Kings,111,Box Score,,15416,
63,"Wed, Oct 30, 2019",10:00p,Los Angeles Clippers,96,Utah Jazz,110,Box Score,,18306,
64,"Wed, Oct 30, 2019",10:30p,Phoenix Suns,121,Golden State Warriors,110,Box Score,,18064,
65,"Thu, Oct 31, 2019",7:00p,Miami Heat,106,Atlanta Hawks,97,Box Score,,16539,
66,"Thu, Oct 31, 2019",9:30p,Denver Nuggets,107,New Orleans Pelicans,122,Box Score,,16613,
67,"Thu, Oct 31, 2019",10:30p,San Antonio Spurs,97,Los Angeles Clippers,103,Box Score,,19068,
0,"Fri, Nov 1, 2019",7:00p,Houston Rockets,116,Brooklyn Nets,123,Box Score,,17732,
1,"Fri, Nov 1, 2019",7:00p,Cleveland Cavaliers,95,Indiana Pacers,102,Box Score,,16079,
2,"Fri, Nov 1, 2019",7:00p,Milwaukee Bucks,123,Orlando Magic,91,Box Score,,15105,
3,"Fri, Nov 1, 2019",7:30p,New York Knicks,102,Boston Celtics,104,Box Score,,18624,
4,"Fri, Nov 1, 2019",8:00p,Detroit Pistons,106,Chicago Bulls,112,Box Score,,20671,
5,"Fri, Nov 1, 2019",9:30p,Los Angeles Lakers,119,Dallas Mavericks,110,Box Score,OT,20358,
6,"Fri, Nov 1, 2019",10:00p,Utah Jazz,101,Sacramento Kings,102,Box Score,,16273,
7,"Fri, Nov 1, 2019",10:30p,San Antonio Spurs,127,Golden State Warriors,110,Box Score,,18064,
8,"Sat, Nov 2, 2019",5:00p,New Orleans Pelicans,104,Oklahoma City Thunder,115,Box Score,,18203,
9,"Sat, Nov 2, 2019",7:00p,Brooklyn Nets,109,Detroit Pistons,113,Box Score,,17222,
10,"Sat, Nov 2, 2019",7:00p,Denver Nuggets,91,Orlando Magic,87,Box Score,,17025,
11,"Sat, Nov 2, 2019",8:00p,Phoenix Suns,114,Memphis Grizzlies,105,Box Score,,14144,
12,"Sat, Nov 2, 2019",8:00p,Toronto Raptors,105,Milwaukee Bucks,115,Box Score,,17637,
13,"Sat, Nov 2, 2019",8:00p,Minnesota Timberwolves,131,Washington Wizards,109,Box Score,,15150,
14,"Sat, Nov 2, 2019",8:30p,Charlotte Hornets,93,Golden State Warriors,87,Box Score,,18064,
15,"Sat, Nov 2, 2019",10:00p,Philadelphia 76ers,129,Portland Trail Blazers,128,Box Score,,19669,
16,"Sun, Nov 3, 2019",5:00p,Chicago Bulls,95,Indiana Pacers,108,Box Score,,17073,
17,"Sun, Nov 3, 2019",6:00p,Houston Rockets,100,Miami Heat,129,Box Score,,19724,
18,"Sun, Nov 3, 2019",6:00p,Sacramento Kings,113,New York Knicks,92,Box Score,,19812,
19,"Sun, Nov 3, 2019",7:00p,Los Angeles Lakers,103,San Antonio Spurs,96,Box Score,,18610,
20,"Sun, Nov 3, 2019",7:30p,Dallas Mavericks,131,Cleveland Cavaliers,111,Box Score,,18078,
21,"Sun, Nov 3, 2019",9:00p,Utah Jazz,94,Los Angeles Clippers,105,Box Score,,19068,
22,"Mon, Nov 4, 2019",7:00p,Detroit Pistons,99,Washington Wizards,115,Box Score,,13052,
23,"Mon, Nov 4, 2019",7:30p,New Orleans Pelicans,125,Brooklyn Nets,135,Box Score,,17194,
24,"Mon, Nov 4, 2019",8:00p,Houston Rockets,107,Memphis Grizzlies,100,Box Score,,14197,
25,"Mon, Nov 4, 2019",8:00p,Milwaukee Bucks,134,Minnesota Timberwolves,106,Box Score,,16271,
26,"Mon, Nov 4, 2019",9:00p,Philadelphia 76ers,109,Phoenix Suns,114,Box Score,,14285,
27,"Mon, Nov 4, 2019",10:30p,Portland Trail Blazers,118,Golden State Warriors,127,Box Score,,18064,
28,"Tue, Nov 5, 2019",7:00p,Indiana Pacers,120,Charlotte Hornets,122,Box Score,OT,13341,
29,"Tue, Nov 5, 2019",7:00p,Boston Celtics,119,Cleveland Cavaliers,113,Box Score,,17709,
30,"Tue, Nov 5, 2019",7:30p,San Antonio Spurs,100,Atlanta Hawks,108,Box Score,,14025,
31,"Tue, Nov 5, 2019",8:00p,Los Angeles Lakers,118,Chicago Bulls,112,Box Score,,21193,
32,"Tue, Nov 5, 2019",8:00p,Orlando Magic,94,Oklahoma City Thunder,102,Box Score,,18203,
33,"Tue, Nov 5, 2019",9:00p,Miami Heat,89,Denver Nuggets,109,Box Score,,18010,
34,"Wed, Nov 6, 2019",7:00p,New York Knicks,102,Detroit Pistons,122,Box Score,,15463,
35,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
36,"Wed, Nov 6, 2019",7:00p,Washington Wizards,106,Indiana Pacers,121,Box Score,,16171,
37,"Wed, Nov 6, 2019",7:30p,Chicago Bulls,113,Atlanta Hawks,93,Box Score,,15049,
38,"Wed, Nov 6, 2019",7:30p,Golden State Warriors,112,Houston Rockets,129,Box Score,,18055,
39,"Wed, Nov 6, 2019",7:30p,Sacramento Kings,120,Toronto Raptors,124,Box Score,,19800,
40,"Wed, Nov 6, 2019",8:00p,Minnesota Timberwolves,121,Memphis Grizzlies,137,Box Score,,13503,
41,"Wed, Nov 6, 2019",8:30p,Orlando Magic,106,Dallas Mavericks,107,Box Score,,19487,
42,"Wed, Nov 6, 2019",9:00p,Philadelphia 76ers,104,Utah Jazz,106,Box Score,,18306,
43,"Wed, Nov 6, 2019",10:00p,Milwaukee Bucks,129,Los Angeles Clippers,124,Box Score,,19068,
44,"Thu, Nov 7, 2019",8:00p,Boston Celtics,108,Charlotte Hornets,87,Box Score,,18487,
45,"Thu, Nov 7, 2019",8:30p,Oklahoma City Thunder,112,San Antonio Spurs,121,Box Score,,18354,
46,"Thu, Nov 7, 2019",9:00p,Miami Heat,124,Phoenix Suns,108,Box Score,,15498,
47,"Thu, Nov 7, 2019",10:30p,Portland Trail Blazers,101,Los Angeles Clippers,107,Box Score,,19068,
48,"Fri, Nov 8, 2019",7:00p,Detroit Pistons,106,Indiana Pacers,112,Box Score,,15544,
49,"Fri, Nov 8, 2019",7:00p,Memphis Grizzlies,86,Orlando Magic,118,Box Score,,17021,
50,"Fri, Nov 8, 2019",7:00p,Cleveland Cavaliers,113,Washington Wizards,100,Box Score,,16946,
51,"Fri, Nov 8, 2019",7:30p,Sacramento Kings,121,Atlanta Hawks,109,Box Score,,16447,
52,"Fri, Nov 8, 2019",8:00p,Golden State Warriors,119,Minnesota Timberwolves,125,Box Score,OT,15647,
53,"Fri, Nov 8, 2019",8:00p,Toronto Raptors,122,New Orleans Pelicans,104,Box Score,,16337,
54,"Fri, Nov 8, 2019",8:30p,New York Knicks,106,Dallas Mavericks,102,Box Score,,20257,
55,"Fri, Nov 8, 2019",9:00p,Philadelphia 76ers,97,Denver Nuggets,100,Box Score,,19520,
56,"Fri, Nov 8, 2019",9:00p,Milwaukee Bucks,100,Utah Jazz,103,Box Score,,18306,
57,"Fri, Nov 8, 2019",10:00p,Brooklyn Nets,119,Portland Trail Blazers,115,Box Score,,20089,
58,"Fri, Nov 8, 2019",10:30p,Miami Heat,80,Los Angeles Lakers,95,Box Score,,18997,
59,"Sat, Nov 9, 2019",5:00p,Boston Celtics,135,San Antonio Spurs,115,Box Score,,18354,
60,"Sat, Nov 9, 2019",7:00p,New Orleans Pelicans,115,Charlotte Hornets,110,Box Score,,18513,
61,"Sat, Nov 9, 2019",8:00p,Houston Rockets,117,Chicago Bulls,94,Box Score,,20482,
62,"Sat, Nov 9, 2019",8:00p,Dallas Mavericks,138,Memphis Grizzlies,122,Box Score,,15753,
63,"Sat, Nov 9, 2019",8:00p,Golden State Warriors,108,Oklahoma City Thunder,114,Box Score,,18203,
64,"Sun, Nov 10, 2019",3:30p,Denver Nuggets,100,Minnesota Timberwolves,98,Box Score,OT,13553,
65,"Sun, Nov 10, 2019",6:00p,Indiana Pacers,109,Orlando Magic,102,Box Score,,17118,
66,"Sun, Nov 10, 2019",6:00p,Charlotte Hornets,106,Philadelphia 76ers,114,Box Score,,20311,
67,"Sun, Nov 10, 2019",7:00p,Milwaukee Bucks,121,Oklahoma City Thunder,119,Box Score,,18203,
68,"Sun, Nov 10, 2019",7:30p,Cleveland Cavaliers,108,New York Knicks,87,Box Score,,19812,
69,"Sun, Nov 10, 2019",8:00p,Brooklyn Nets,112,Phoenix Suns,138,Box Score,,17290,
70,"Sun, Nov 10, 2019",9:00p,Atlanta Hawks,113,Portland Trail Blazers,124,Box Score,OT,20041,
71,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
72,"Sun, Nov 10, 2019",9:30p,Toronto Raptors,113,Los Angeles Lakers,104,Box Score,,18997,
73,"Mon, Nov 11, 2019",7:00p,Minnesota Timberwolves,120,Detroit Pistons,114,Box Score,,12526,
74,"Mon, Nov 11, 2019",7:30p,Dallas Mavericks,106,Boston Celtics,116,Box Score,,18624,
75,"Mon, Nov 11, 2019",7:30p,Memphis Grizzlies,113,San Antonio Spurs,109,Box Score,,18627,
76,"Mon, Nov 11, 2019",8:00p,Houston Rockets,122,New Orleans Pelicans,116,Box Score,,16695,
77,"Mon, Nov 11, 2019",10:30p,Utah Jazz,122,Golden State Warriors,108,Box Score,,18064,
78,"Mon, Nov 11, 2019",10:30p,Toronto Raptors,88,Los Angeles Clippers,98,Box Score,,19068,
79,"Tue, Nov 12, 2019",7:00p,Oklahoma City Thunder,85,Indiana Pacers,111,Box Score,,15838,
80,"Tue, Nov 12, 2019",7:00p,Cleveland Cavaliers,97,Philadelphia 76ers,98,Box Score,,20294,
81,"Tue, Nov 12, 2019",7:30p,Detroit Pistons,108,Miami Heat,117,Box Score,,19600,
82,"Tue, Nov 12, 2019",8:00p,New York Knicks,102,Chicago Bulls,120,Box Score,,18668,
83,"Tue, Nov 12, 2019",9:00p,Atlanta Hawks,125,Denver Nuggets,121,Box Score,,18327,
84,"Tue, Nov 12, 2019",9:00p,Los Angeles Lakers,123,Phoenix Suns,115,Box Score,,18055,
85,"Tue, Nov 12, 2019",9:00p,Brooklyn Nets,114,Utah Jazz,119,Box Score,,18306,
86,"Tue, Nov 12, 2019",10:00p,Portland Trail Blazers,99,Sacramento Kings,107,Box Score,,16358,
87,"Wed, Nov 13, 2019",7:00p,Memphis Grizzlies,119,Charlotte Hornets,117,Box Score,,13155,
88,"Wed, Nov 13, 2019",7:00p,Philadelphia 76ers,97,Orlando Magic,112,Box Score,,15113,
89,"Wed, Nov 13, 2019",7:30p,Washington Wizards,133,Boston Celtics,140,Box Score,,19156,
90,"Wed, Nov 13, 2019",7:30p,Los Angeles Clippers,93,Houston Rockets,102,Box Score,,18055,
91,"Wed, Nov 13, 2019",8:00p,San Antonio Spurs,114,Minnesota Timberwolves,129,Box Score,,11581,
92,"Wed, Nov 13, 2019",10:00p,Golden State Warriors,94,Los Angeles Lakers,120,Box Score,,18997,
93,"Wed, Nov 13, 2019",10:00p,Toronto Raptors,114,Portland Trail Blazers,106,Box Score,,19544,
94,"Thu, Nov 14, 2019",6:00p,Miami Heat,108,Cleveland Cavaliers,97,Box Score,,17374,
95,"Thu, Nov 14, 2019",8:00p,Chicago Bulls,115,Milwaukee Bucks,124,Box Score,,17627,
96,"Thu, Nov 14, 2019",8:00p,Los Angeles Clippers,127,New Orleans Pelicans,132,Box Score,,17147,
97,"Thu, Nov 14, 2019",8:00p,Dallas Mavericks,103,New York Knicks,106,Box Score,,19812,
98,"Thu, Nov 14, 2019",9:00p,Atlanta Hawks,112,Phoenix Suns,128,Box Score,,15143,
99,"Thu, Nov 14, 2019",10:30p,Brooklyn Nets,93,Denver Nuggets,101,Box Score,,18394,
100,"Fri, Nov 15, 2019",7:00p,Detroit Pistons,106,Charlotte Hornets,109,Box Score,,16778,
101,"Fri, Nov 15, 2019",7:00p,San Antonio Spurs,109,Orlando Magic,111,Box Score,,16296,
102,"Fri, Nov 15, 2019",8:00p,Indiana Pacers,102,Houston Rockets,111,Box Score,,18055,
103,"Fri, Nov 15, 2019",8:00p,Utah Jazz,106,Memphis Grizzlies,107,Box Score,,16422,
104,"Fri, Nov 15, 2019",8:00p,Washington Wizards,137,Minnesota Timberwolves,116,Box Score,,12716,
105,"Fri, Nov 15, 2019",8:00p,Philadelphia 76ers,119,Oklahoma City Thunder,127,Box Score,OT,18203,
106,"Fri, Nov 15, 2019",10:30p,Boston Celtics,105,Golden State Warriors,100,Box Score,,18064,
107,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
108,"Fri, Nov 15, 2019",10:30p,Sacramento Kings,97,Los Angeles Lakers,99,Box Score,,18997,
109,"Sat, Nov 16, 2019",6:00p,Brooklyn Nets,117,Chicago Bulls,111,Box Score,,19148,
110,"Sat, Nov 16, 2019",7:00p,Milwaukee Bucks,102,Indiana Pacers,83,Box Score,,17024,
111,"Sat, Nov 16, 2019",7:30p,Charlotte Hornets,103,New York Knicks,102,Box Score,,19401,
112,"Sat, Nov 16, 2019",8:00p,New Orleans Pelicans,94,Miami Heat,109,Box Score,,19600,
113,"Sat, Nov 16, 2019",8:00p,Houston Rockets,125,Minnesota Timberwolves,105,Box Score,,18978,
114,"Sat, Nov 16, 2019",8:30p,Toronto Raptors,102,Dallas Mavericks,110,Box Score,,19926,
115,"Sat, Nov 16, 2019",8:30p,Portland Trail Blazers,121,San Antonio Spurs,116,Box Score,,18534,
116,"Sat, Nov 16, 2019",10:30p,Atlanta Hawks,101,Los Angeles Clippers,150,Box Score,,19068,
117,"Sun, Nov 17, 2019",3:00p,Philadelphia 76ers,114,Cleveland Cavaliers,95,Box Score,,19432,
118,"Sun, Nov 17, 2019",3:30p,Boston Celtics,99,Sacramento Kings,100,Box Score,,16633,
119,"Sun, Nov 17, 2019",6:00p,Denver Nuggets,131,Memphis Grizzlies,114,Box Score,,14227,
120,"Sun, Nov 17, 2019",6:00p,Washington Wizards,121,Orlando Magic,125,Box Score,,16344,
121,"Sun, Nov 17, 2019",7:00p,Golden State Warriors,100,New Orleans Pelicans,108,Box Score,,16812,
122,"Sun, Nov 17, 2019",9:30p,Atlanta Hawks,101,Los Angeles Lakers,122,Box Score,,18997,
123,"Mon, Nov 18, 2019",7:00p,Cleveland Cavaliers,105,New York Knicks,123,Box Score,,17097,
124,"Mon, Nov 18, 2019",7:30p,Indiana Pacers,115,Brooklyn Nets,86,Box Score,,14140,
125,"Mon, Nov 18, 2019",7:30p,Charlotte Hornets,96,Toronto Raptors,132,Box Score,,19800,
126,"Mon, Nov 18, 2019",8:00p,Milwaukee Bucks,115,Chicago Bulls,101,Box Score,,17565,
127,"Mon, Nov 18, 2019",8:00p,Portland Trail Blazers,108,Houston Rockets,132,Box Score,,18055,
128,"Mon, Nov 18, 2019",8:30p,San Antonio Spurs,110,Dallas Mavericks,117,Box Score,,19637,
129,"Mon, Nov 18, 2019",9:00p,Boston Celtics,99,Phoenix Suns,85,Box Score,,15193,
130,"Mon, Nov 18, 2019",9:00p,Minnesota Timberwolves,112,Utah Jazz,102,Box Score,,18306,
131,"Mon, Nov 18, 2019",10:30p,Oklahoma City Thunder,88,Los Angeles Clippers,90,Box Score,,19068,
132,"Tue, Nov 19, 2019",8:00p,Golden State Warriors,114,Memphis Grizzlies,95,Box Score,,14511,
133,"Tue, Nov 19, 2019",8:00p,Portland Trail Blazers,104,New Orleans Pelicans,115,Box Score,,15021,
134,"Tue, Nov 19, 2019",10:00p,Phoenix Suns,116,Sacramento Kings,120,Box Score,,16732,
135,"Tue, Nov 19, 2019",10:30p,Oklahoma City Thunder,107,Los Angeles Lakers,112,Box Score,,18997,
136,"Wed, Nov 20, 2019",7:00p,New York Knicks,104,Philadelphia 76ers,109,Box Score,,20384,
137,"Wed, Nov 20, 2019",7:00p,San Antonio Spurs,132,Washington Wizards,138,Box Score,,14579,
138,"Wed, Nov 20, 2019",7:30p,Milwaukee Bucks,135,Atlanta Hawks,127,Box Score,,16441,
139,"Wed, Nov 20, 2019",7:30p,Charlotte Hornets,91,Brooklyn Nets,101,Box Score,,14011,
140,"Wed, Nov 20, 2019",7:30p,Golden State Warriors,94,Dallas Mavericks,142,Box Score,,19569,
141,"Wed, Nov 20, 2019",7:30p,Cleveland Cavaliers,100,Miami Heat,124,Box Score,,19600,
142,"Wed, Nov 20, 2019",7:30p,Orlando Magic,97,Toronto Raptors,113,Box Score,,19800,
143,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
144,"Wed, Nov 20, 2019",8:00p,Detroit Pistons,89,Chicago Bulls,109,Box Score,,18119,
145,"Wed, Nov 20, 2019",8:00p,Utah Jazz,103,Minnesota Timberwolves,95,Box Score,,13177,
146,"Wed, Nov 20, 2019",9:00p,Houston Rockets,95,Denver Nuggets,105,Box Score,,17778,
147,"Wed, Nov 20, 2019",10:00p,Boston Celtics,104,Los Angeles Clippers,107,Box Score,OT,19068,
148,"Thu, Nov 21, 2019",8:00p,Portland Trail Blazers,129,Milwaukee Bucks,137,Box Score,,17385,
149,"Thu, Nov 21, 2019",10:30p,New Orleans Pelicans,124,Phoenix Suns,121,Box Score,,13903,
150,"Fri, Nov 22, 2019",7:00p,Atlanta Hawks,103,Detroit Pistons,128,Box Score,,15399,
151,"Fri, Nov 22, 2019",7:00p,Charlotte Hornets,118,Washington Wizards,125,Box Score,,15053,
152,"Fri, Nov 22, 2019",7:30p,Sacramento Kings,97,Brooklyn Nets,116,Box Score,,15619,
153,"Fri, Nov 22, 2019",8:00p,Miami Heat,116,Chicago Bulls,108,Box Score,,18953,
154,"Fri, Nov 22, 2019",8:00p,Los Angeles Lakers,130,Oklahoma City Thunder,127,Box Score,,18203,
155,"Fri, Nov 22, 2019",8:00p,San Antonio Spurs,104,Philadelphia 76ers,115,Box Score,,20927,
156,"Fri, Nov 22, 2019",8:30p,Cleveland Cavaliers,101,Dallas Mavericks,143,Box Score,,19639,
157,"Fri, Nov 22, 2019",9:00p,Boston Celtics,92,Denver Nuggets,96,Box Score,,19520,
158,"Fri, Nov 22, 2019",9:00p,Golden State Warriors,109,Utah Jazz,113,Box Score,,18306,
159,"Fri, Nov 22, 2019",10:30p,Houston Rockets,119,Los Angeles Clippers,122,Box Score,,19068,
160,"Sat, Nov 23, 2019",5:00p,Phoenix Suns,100,Minnesota Timberwolves,98,Box Score,,17362,
161,"Sat, Nov 23, 2019",7:00p,Chicago Bulls,116,Charlotte Hornets,115,Box Score,,17891,
162,"Sat, Nov 23, 2019",7:00p,Orlando Magic,106,Indiana Pacers,111,Box Score,,16446,
163,"Sat, Nov 23, 2019",7:30p,Toronto Raptors,119,Atlanta Hawks,116,Box Score,,16931,
164,"Sat, Nov 23, 2019",7:30p,San Antonio Spurs,111,New York Knicks,104,Box Score,,19320,
165,"Sat, Nov 23, 2019",7:30p,Miami Heat,86,Philadelphia 76ers,113,Box Score,,21017,
166,"Sat, Nov 23, 2019",8:00p,Portland Trail Blazers,104,Cleveland Cavaliers,110,Box Score,,19432,
167,"Sat, Nov 23, 2019",8:00p,Los Angeles Lakers,109,Memphis Grizzlies,108,Box Score,,17794,
168,"Sat, Nov 23, 2019",8:30p,Detroit Pistons,90,Milwaukee Bucks,104,Box Score,,17585,
169,"Sat, Nov 23, 2019",9:00p,New Orleans Pelicans,120,Utah Jazz,128,Box Score,,18306,
170,"Sun, Nov 24, 2019",3:30p,Dallas Mavericks,137,Houston Rockets,123,Box Score,,18055,
171,"Sun, Nov 24, 2019",6:00p,Brooklyn Nets,103,New York Knicks,101,Box Score,,18770,
172,"Sun, Nov 24, 2019",6:00p,Sacramento Kings,113,Washington Wizards,106,Box Score,,15885,
173,"Sun, Nov 24, 2019",8:00p,Phoenix Suns,104,Denver Nuggets,116,Box Score,,19520,
174,"Sun, Nov 24, 2019",9:00p,New Orleans Pelicans,109,Los Angeles Clippers,134,Box Score,,19068,
175,"Mon, Nov 25, 2019",7:00p,Brooklyn Nets,108,Cleveland Cavaliers,106,Box Score,,17143,
176,"Mon, Nov 25, 2019",7:00p,Orlando Magic,88,Detroit Pistons,103,Box Score,,14695,
177,"Mon, Nov 25, 2019",7:00p,Memphis Grizzlies,114,Indiana Pacers,126,Box Score,,15141,
178,"Mon, Nov 25, 2019",7:30p,Minnesota Timberwolves,125,Atlanta Hawks,113,Box Score,,16218,
179,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
180,"Mon, Nov 25, 2019",7:30p,Sacramento Kings,102,Boston Celtics,103,Box Score,,19156,
181,"Mon, Nov 25, 2019",7:30p,Charlotte Hornets,100,Miami Heat,117,Box Score,,19600,
182,"Mon, Nov 25, 2019",7:30p,Philadelphia 76ers,96,Toronto Raptors,101,Box Score,,19800,
